filename,participant_id,category,age,transformed_ink,source_ink,ink_added,incorrect
S113_age6_Car_trial015.png,S113,car,9,0.122,0.035,0.087,0
S64_age4_Airplane_trial016.png,S64,airplane,7,0.121,0.038,0.083,0
S26_age2_Airplane_trial006.png,S26,airplane,5,0.121,0.037,0.084,0
S98_age5_Car_trial014.png,S98,car,8,0.121,0.036,0.085,0
S43_age3_Cat_trial010.png,S43,cat,6,0.121,0.04,0.081,0
S71_age4_Tree_trial014.png,S71,tree,7,0.121,0.028,0.092,0
S46_age3_Cat_trial010.png,S46,cat,6,0.121,0.044,0.077,0
S6_age1_Tree_trial014.png,S6,tree,4,0.121,0.015,0.106,0
S82_age5_Hat_trial011.png,S82,hat,8,0.121,0.034,0.086,0
S43_age3_House_trial014.png,S43,house,6,0.121,0.047,0.074,0
S105_age6_Bird_trial007.png,S105,bird,9,0.121,0.03,0.091,0
S63_age4_Hat_trial014.png,S63,hat,7,0.121,0.035,0.086,0
S46_age3_Bicycle_trial007.png,S46,bike,6,0.12,0.048,0.072,0
S39_age2_Chair_trial010.png,S39,chair,5,0.12,0.023,0.097,0
S31_age2_Hat_trial012.png,S31,hat,5,0.12,0.029,0.091,0
S114_age6_Cat_trial013.png,S114,cat,9,0.12,0.038,0.082,0
S62_age4_Chair_trial013.png,S62,chair,7,0.12,0.067,0.053,0
S40_age2_House_trial011.png,S40,house,5,0.12,0.071,0.049,0
S67_age4_Bird_trial016.png,S67,bird,7,0.119,0.086,0.033,0
S51_age3_Car_trial015.png,S51,car,6,0.119,0.033,0.085,0
S115_age6_Watch_trial011.png,S115,watch,9,0.119,0.048,0.072,0
S98_age5_Bird_trial013.png,S98,bird,8,0.119,0.027,0.092,0
S11_age1_Hat_trial005.png,S11,hat,4,0.119,0.054,0.064,0
S104_age6_House_trial011.png,S104,house,9,0.119,0.08,0.039,0
S3_age1_Chair_trial010.png,S3,chair,4,0.118,0.013,0.105,0
S34_age2_Bird_trial012.png,S34,bird,5,0.118,0.035,0.083,0
S86_age5_Car_trial007.png,S86,car,8,0.118,0.031,0.087,0
S17_age1_House_trial016.png,S17,house,4,0.118,0.066,0.051,0
S105_age6_Car_trial008.png,S105,car,9,0.118,0.04,0.078,0
S34_age2_Hat_trial007.png,S34,hat,5,0.118,0.023,0.094,0
S91_age5_Rabbit_trial005.png,S91,rabbit,8,0.118,0.051,0.066,0
S34_age2_Cat_trial016.png,S34,cat,5,0.118,0.046,0.072,0
S52_age3_Rabbit_trial011.png,S52,rabbit,6,0.118,0.034,0.084,0
S45_age3_Chair_trial007.png,S45,chair,6,0.117,0.029,0.088,0
S61_age4_Cat_trial013.png,S61,cat,7,0.117,0.044,0.073,0
S5_age1_Chair_trial014.png,S5,chair,4,0.117,0.029,0.088,0
S117_age6_Bicycle_trial016.png,S117,bike,9,0.117,0.051,0.066,0
S8_age1_House_trial012.png,S8,house,4,0.117,0.019,0.098,0
S109_age6_Hat_trial011.png,S109,hat,9,0.117,0.036,0.081,0
S10_age1_House_trial009.png,S10,house,4,0.117,0.037,0.08,0
S28_age2_Cat_trial008.png,S28,cat,5,0.117,0.045,0.072,0
S34_age2_Chair_trial014.png,S34,chair,5,0.117,0.037,0.08,0
S114_age6_Chair_trial010.png,S114,chair,9,0.116,0.04,0.076,0
S99_age5_Airplane_trial006.png,S99,airplane,8,0.116,0.039,0.077,0
S119_age6_House_trial016.png,S119,house,9,0.116,0.064,0.052,0
S73_age4_Hat_trial011.png,S73,hat,7,0.116,0.05,0.066,0
S9_age1_Bicycle_trial008.png,S9,bike,4,0.116,0.029,0.087,0
S34_age2_Bicycle_trial013.png,S34,bike,5,0.116,0.034,0.083,0
S60_age3_Chair_trial011.png,S60,chair,6,0.116,0.055,0.06,0
S66_age4_Rabbit_trial008.png,S66,rabbit,7,0.116,0.045,0.07,0
S110_age6_House_trial016.png,S110,house,9,0.116,0.055,0.061,0
S78_age4_Tree_trial016.png,S78,tree,7,0.115,0.043,0.072,0
S117_age6_Rabbit_trial005.png,S117,rabbit,9,0.115,0.037,0.078,0
S36_age2_Rabbit_trial005.png,S36,rabbit,5,0.115,0.052,0.063,0
S12_age1_Chair_trial012.png,S12,chair,4,0.115,0.035,0.08,0
S46_age3_Car_trial009.png,S46,car,6,0.115,0.035,0.08,0
S39_age2_House_trial005.png,S39,house,5,0.115,0.024,0.091,0
S70_age4_Cat_trial012.png,S70,cat,7,0.114,0.034,0.08,0
S58_age3_Bicycle_trial014.png,S58,bike,6,0.114,0.039,0.075,0
S103_age6_Rabbit_trial008.png,S103,rabbit,9,0.114,0.052,0.062,0
S112_age6_Chair_trial008.png,S112,chair,9,0.114,0.031,0.083,0
S78_age4_Cat_trial010.png,S78,cat,7,0.113,0.055,0.058,0
S54_age3_Cat_trial006.png,S54,cat,6,0.113,0.026,0.087,0
S39_age2_Bird_trial015.png,S39,bird,5,0.113,0.015,0.098,0
S20_age1_Rabbit_trial011.png,S20,rabbit,4,0.113,0.015,0.098,0
S108_age6_Rabbit_trial009.png,S108,rabbit,9,0.113,0.038,0.076,0
S27_age2_Bird_trial007.png,S27,bird,5,0.112,0.032,0.08,0
S100_age5_Rabbit_trial005.png,S100,rabbit,8,0.112,0.039,0.073,0
S100_age5_Bicycle_trial010.png,S100,bike,8,0.112,0.05,0.062,0
S81_age5_Chair_trial012.png,S81,chair,8,0.112,0.043,0.069,0
S104_age6_Bicycle_trial016.png,S104,bike,9,0.112,0.072,0.04,0
S66_age4_Airplane_trial011.png,S66,airplane,7,0.112,0.056,0.056,0
S7_age1_Chair_trial007.png,S7,chair,4,0.112,0.03,0.082,0
S62_age4_Car_trial007.png,S62,car,7,0.112,0.049,0.062,0
S73_age4_Car_trial012.png,S73,car,7,0.112,0.044,0.068,0
S3_age1_Watch_trial016.png,S3,watch,4,0.112,0.037,0.075,0
S45_age3_Watch_trial013.png,S45,watch,6,0.111,0.033,0.078,0
S116_age6_Chair_trial013.png,S116,chair,9,0.111,0.04,0.071,0
S12_age1_Bird_trial009.png,S12,bird,4,0.111,0.027,0.084,0
S12_age1_Rabbit_trial015.png,S12,rabbit,4,0.111,0.029,0.083,0
S115_age6_Hat_trial009.png,S115,hat,9,0.111,0.032,0.079,0
S38_age2_Watch_trial013.png,S38,watch,5,0.111,0.031,0.08,0
S9_age1_Airplane_trial009.png,S9,airplane,4,0.111,0.031,0.08,0
S59_age3_Hat_trial016.png,S59,hat,6,0.111,0.019,0.092,0
S8_age1_Cup_trial010.png,S8,cup,4,0.111,0.017,0.094,0
S66_age4_Cat_trial010.png,S66,cat,7,0.111,0.042,0.068,0
S31_age2_Tree_trial015.png,S31,tree,5,0.111,0.036,0.075,0
S115_age6_Car_trial015.png,S115,car,9,0.111,0.067,0.044,0
S45_age3_Bird_trial016.png,S45,bird,6,0.111,0.034,0.076,0
S96_age5_Bicycle_trial014.png,S96,bike,8,0.11,0.044,0.066,0
S82_age5_Watch_trial008.png,S82,watch,8,0.11,0.053,0.057,0
S95_age5_Hat_trial005.png,S95,hat,8,0.11,0.036,0.074,0
S20_age1_Chair_trial013.png,S20,chair,4,0.11,0.014,0.096,0
S21_age2_Cup_trial007.png,S21,cup,5,0.11,0.045,0.065,0
S100_age5_Tree_trial013.png,S100,tree,8,0.11,0.022,0.088,0
S70_age4_Bird_trial010.png,S70,bird,7,0.11,0.033,0.078,0
S33_age2_Watch_trial016.png,S33,watch,5,0.11,0.031,0.079,0
S108_age6_House_trial008.png,S108,house,9,0.11,0.045,0.065,0
S95_age5_Bicycle_trial010.png,S95,bike,8,0.11,0.063,0.048,0
S31_age2_House_trial013.png,S31,house,5,0.11,0.036,0.074,0
S33_age2_Bicycle_trial006.png,S33,bike,5,0.11,0.021,0.09,0
S67_age4_Bicycle_trial015.png,S67,bike,7,0.109,0.069,0.04,0
S19_age1_Chair_trial010.png,S19,chair,4,0.109,0.026,0.083,0
S119_age6_Airplane_trial012.png,S119,airplane,9,0.109,0.054,0.055,0
S8_age1_Bicycle_trial016.png,S8,bike,4,0.109,0.018,0.091,0
S86_age5_Cup_trial005.png,S86,cup,8,0.109,0.044,0.065,0
S109_age6_Bird_trial013.png,S109,bird,9,0.109,0.04,0.069,0
S41_age3_Bicycle_trial009.png,S41,bike,6,0.109,0.039,0.07,0
S114_age6_Bicycle_trial014.png,S114,bike,9,0.109,0.047,0.062,0
S78_age4_Bicycle_trial006.png,S78,bike,7,0.109,0.054,0.054,0
S73_age4_Cat_trial009.png,S73,cat,7,0.108,0.049,0.059,0
S33_age2_Tree_trial011.png,S33,tree,5,0.108,0.027,0.081,0
S38_age2_Bird_trial016.png,S38,bird,5,0.108,0.029,0.078,0
S105_age6_Airplane_trial009.png,S105,airplane,9,0.108,0.04,0.068,0
S61_age4_Bird_trial006.png,S61,bird,7,0.108,0.036,0.073,0
S92_age5_Rabbit_trial016.png,S92,rabbit,8,0.107,0.04,0.067,0
S78_age4_Cup_trial011.png,S78,cup,7,0.107,0.045,0.062,0
S88_age5_Tree_trial009.png,S88,tree,8,0.107,0.036,0.071,0
S86_age5_House_trial011.png,S86,house,8,0.107,0.058,0.049,0
S92_age5_Bicycle_trial005.png,S92,bike,8,0.107,0.059,0.049,0
S63_age4_Airplane_trial009.png,S63,airplane,7,0.107,0.04,0.067,0
S54_age3_Rabbit_trial016.png,S54,rabbit,6,0.107,0.028,0.079,0
S57_age3_Bicycle_trial011.png,S57,bike,6,0.107,0.04,0.067,0
S42_age3_Bird_trial005.png,S42,bird,6,0.107,0.04,0.067,0
S88_age5_Airplane_trial006.png,S88,airplane,8,0.107,0.028,0.08,0
S44_age3_Car_trial011.png,S44,car,6,0.106,0.039,0.067,0
S3_age1_Hat_trial012.png,S3,hat,4,0.106,0.054,0.052,0
S108_age6_Cat_trial015.png,S108,cat,9,0.106,0.033,0.073,0
S49_age3_Car_trial009.png,S49,car,6,0.105,0.046,0.059,0
S12_age1_Tree_trial016.png,S12,tree,4,0.105,0.032,0.072,0
S58_age3_Cat_trial009.png,S58,cat,6,0.105,0.039,0.065,0
S78_age4_Watch_trial014.png,S78,watch,7,0.105,0.049,0.056,0
S51_age3_Bicycle_trial007.png,S51,bike,6,0.105,0.02,0.085,0
S65_age4_Chair_trial012.png,S65,chair,7,0.105,0.044,0.06,0
S30_age2_Tree_trial015.png,S30,tree,5,0.105,0.049,0.056,0
S108_age6_Airplane_trial014.png,S108,airplane,9,0.105,0.05,0.055,0
S68_age4_Car_trial010.png,S68,car,7,0.104,0.043,0.061,0
S115_age6_House_trial010.png,S115,house,9,0.104,0.072,0.032,0
S94_age5_Rabbit_trial008.png,S94,rabbit,8,0.104,0.043,0.061,0
S119_age6_Chair_trial013.png,S119,chair,9,0.104,0.046,0.058,0
S38_age2_Tree_trial012.png,S38,tree,5,0.104,0.029,0.075,0
S35_age2_Chair_trial007.png,S35,chair,5,0.104,0.029,0.075,0
S79_age4_Bird_trial005.png,S79,bird,7,0.104,0.025,0.078,0
S45_age3_Airplane_trial014.png,S45,airplane,6,0.104,0.035,0.069,0
S90_age5_Car_trial012.png,S90,car,8,0.104,0.034,0.07,0
S113_age6_Bird_trial016.png,S113,bird,9,0.104,0.033,0.071,0
S47_age3_Rabbit_trial010.png,S47,rabbit,6,0.103,0.034,0.069,0
S98_age5_Bicycle_trial006.png,S98,bike,8,0.103,0.036,0.067,0
S118_age6_Chair_trial006.png,S118,chair,9,0.103,0.044,0.059,0
S13_age1_Cup_trial014.png,S13,cup,4,0.103,0.027,0.076,0
S100_age5_Bird_trial015.png,S100,bird,8,0.103,0.047,0.057,0
S43_age3_Watch_trial008.png,S43,watch,6,0.103,0.033,0.07,0
S43_age3_Hat_trial006.png,S43,hat,6,0.103,0.03,0.073,0
S106_age6_Cat_trial005.png,S106,cat,9,0.103,0.036,0.067,0
S12_age1_Hat_trial013.png,S12,hat,4,0.103,0.036,0.067,0
S59_age3_Car_trial010.png,S59,car,6,0.103,0.032,0.07,0
S9_age1_Chair_trial007.png,S9,chair,4,0.103,0.031,0.072,0
S89_age5_Chair_trial007.png,S89,chair,8,0.103,0.036,0.067,0
S75_age4_Watch_trial006.png,S75,watch,7,0.103,0.05,0.054,0
S100_age5_Cat_trial011.png,S100,cat,8,0.103,0.031,0.072,0
S32_age2_Tree_trial008.png,S32,tree,5,0.102,0.036,0.066,0
S21_age2_Bicycle_trial016.png,S21,bike,5,0.102,0.038,0.064,0
S73_age4_Bicycle_trial007.png,S73,bike,7,0.102,0.072,0.03,0
S80_age4_Hat_trial007.png,S80,hat,7,0.102,0.027,0.075,0
S99_age5_Tree_trial008.png,S99,tree,8,0.102,0.032,0.07,0
S50_age3_Tree_trial009.png,S50,tree,6,0.102,0.027,0.075,0
S10_age1_Tree_trial011.png,S10,tree,4,0.101,0.027,0.074,0
S109_age6_Cup_trial007.png,S109,cup,9,0.101,0.05,0.051,0
S65_age4_Airplane_trial006.png,S65,airplane,7,0.101,0.027,0.074,0
S109_age6_Cat_trial005.png,S109,cat,9,0.101,0.055,0.047,0
S63_age4_Rabbit_trial010.png,S63,rabbit,7,0.101,0.032,0.07,0
S61_age4_Rabbit_trial009.png,S61,rabbit,7,0.101,0.037,0.064,0
S108_age6_Chair_trial007.png,S108,chair,9,0.1,0.038,0.062,0
S89_age5_Tree_trial006.png,S89,tree,8,0.099,0.033,0.066,0
S80_age4_Cup_trial006.png,S80,cup,7,0.099,0.031,0.069,0
S28_age2_Chair_trial009.png,S28,chair,5,0.099,0.033,0.066,0
S11_age1_Car_trial012.png,S11,car,4,0.099,0.061,0.038,0
S103_age6_Bird_trial015.png,S103,bird,9,0.099,0.049,0.05,0
S49_age3_Bicycle_trial012.png,S49,bike,6,0.099,0.024,0.074,0
S80_age4_Car_trial011.png,S80,car,7,0.098,0.034,0.064,0
S80_age4_Bird_trial008.png,S80,bird,7,0.098,0.039,0.059,0
S61_age4_Airplane_trial014.png,S61,airplane,7,0.098,0.032,0.066,0
S110_age6_Rabbit_trial008.png,S110,rabbit,9,0.098,0.044,0.054,0
S28_age2_Hat_trial011.png,S28,hat,5,0.098,0.027,0.072,0
S49_age3_Chair_trial005.png,S49,chair,6,0.098,0.022,0.076,0
S54_age3_Hat_trial014.png,S54,hat,6,0.098,0.033,0.065,0
S8_age1_Rabbit_trial013.png,S8,rabbit,4,0.098,0.02,0.078,0
S44_age3_Airplane_trial008.png,S44,airplane,6,0.097,0.035,0.062,0
S78_age4_Bird_trial009.png,S78,bird,7,0.097,0.046,0.05,0
S102_age6_Car_trial011.png,S102,car,9,0.097,0.054,0.043,0
S10_age1_Hat_trial015.png,S10,hat,4,0.097,0.03,0.067,0
S109_age6_Rabbit_trial008.png,S109,rabbit,9,0.097,0.056,0.041,0
S62_age4_Airplane_trial009.png,S62,airplane,7,0.097,0.051,0.046,0
S24_age2_Tree_trial013.png,S24,tree,5,0.097,0.027,0.07,0
S107_age6_Cat_trial013.png,S107,cat,9,0.096,0.031,0.065,0
S83_age5_Bird_trial007.png,S83,bird,8,0.096,0.034,0.063,0
S63_age4_Cat_trial008.png,S63,cat,7,0.096,0.032,0.065,0
S44_age3_Tree_trial005.png,S44,tree,6,0.096,0.026,0.069,0
S4_age1_House_trial012.png,S4,house,4,0.096,0.035,0.061,0
S66_age4_Bird_trial013.png,S66,bird,7,0.096,0.049,0.047,0
S120_age6_Airplane_trial005.png,S120,airplane,9,0.096,0.025,0.072,0
S118_age6_Airplane_trial010.png,S118,airplane,9,0.096,0.043,0.053,0
S85_age5_Bird_trial007.png,S85,bird,8,0.096,0.034,0.062,0
S9_age1_Hat_trial006.png,S9,hat,4,0.096,0.017,0.079,0
S24_age2_House_trial015.png,S24,house,5,0.095,0.03,0.065,0
S111_age6_Rabbit_trial011.png,S111,rabbit,9,0.095,0.05,0.044,0
S42_age3_Tree_trial011.png,S42,tree,6,0.095,0.022,0.073,0
S35_age2_Cat_trial012.png,S35,cat,5,0.095,0.028,0.066,0
S107_age6_Watch_trial011.png,S107,watch,9,0.095,0.034,0.062,0
S109_age6_House_trial012.png,S109,house,9,0.095,0.054,0.042,0
S78_age4_House_trial012.png,S78,house,7,0.095,0.058,0.037,0
S46_age3_Bird_trial008.png,S46,bird,6,0.095,0.028,0.067,0
S40_age2_Chair_trial008.png,S40,chair,5,0.094,0.03,0.065,0
S102_age6_Hat_trial007.png,S102,hat,9,0.094,0.038,0.056,0
S28_age2_House_trial012.png,S28,house,5,0.094,0.035,0.058,0
S7_age1_Car_trial006.png,S7,car,4,0.094,0.055,0.039,0
S35_age2_Hat_trial013.png,S35,hat,5,0.094,0.025,0.069,0
S65_age4_Tree_trial011.png,S65,tree,7,0.094,0.028,0.066,0
S91_age5_Airplane_trial016.png,S91,airplane,8,0.094,0.029,0.065,0
S68_age4_Cat_trial011.png,S68,cat,7,0.094,0.034,0.061,0
S114_age6_Bird_trial015.png,S114,bird,9,0.094,0.031,0.063,0
S93_age5_Cat_trial007.png,S93,cat,8,0.094,0.017,0.076,0
S35_age2_Bird_trial005.png,S35,bird,5,0.093,0.024,0.069,0
S90_age5_Hat_trial009.png,S90,hat,8,0.093,0.026,0.067,0
S94_age5_Tree_trial007.png,S94,tree,8,0.093,0.055,0.038,0
S57_age3_Hat_trial007.png,S57,hat,6,0.093,0.036,0.057,0
S85_age5_Airplane_trial013.png,S85,airplane,8,0.093,0.022,0.07,0
S21_age2_Airplane_trial012.png,S21,airplane,5,0.092,0.031,0.06,0
S91_age5_Car_trial006.png,S91,car,8,0.092,0.03,0.062,0
S75_age4_Chair_trial008.png,S75,chair,7,0.092,0.039,0.052,0
S21_age2_Watch_trial009.png,S21,watch,5,0.092,0.019,0.073,0
S24_age2_Cat_trial007.png,S24,cat,5,0.092,0.034,0.058,0
S42_age3_Cat_trial008.png,S42,cat,6,0.091,0.053,0.038,0
S95_age5_Bird_trial008.png,S95,bird,8,0.091,0.051,0.04,0
S102_age6_Chair_trial010.png,S102,chair,9,0.091,0.042,0.049,0
S41_age3_Cup_trial007.png,S41,cup,6,0.091,0.042,0.049,0
S48_age3_Watch_trial012.png,S48,watch,6,0.091,0.021,0.07,0
S89_age5_Rabbit_trial016.png,S89,rabbit,8,0.091,0.034,0.057,0
S93_age5_Chair_trial006.png,S93,chair,8,0.09,0.045,0.045,0
S25_age2_Cup_trial012.png,S25,cup,5,0.09,0.037,0.053,0
S70_age4_Bicycle_trial009.png,S70,bike,7,0.09,0.04,0.05,0
S98_age5_Chair_trial008.png,S98,chair,8,0.09,0.028,0.062,0
S111_age6_Airplane_trial009.png,S111,airplane,9,0.09,0.044,0.046,0
S88_age5_Car_trial016.png,S88,car,8,0.09,0.026,0.065,0
S108_age6_Tree_trial012.png,S108,tree,9,0.09,0.024,0.066,0
S66_age4_Chair_trial014.png,S66,chair,7,0.09,0.04,0.05,0
S51_age3_Hat_trial011.png,S51,hat,6,0.09,0.023,0.067,0
S104_age6_Airplane_trial006.png,S104,airplane,9,0.09,0.051,0.039,0
S12_age1_Watch_trial006.png,S12,watch,4,0.09,0.026,0.064,0
S52_age3_Tree_trial012.png,S52,tree,6,0.089,0.035,0.054,0
S47_age3_Hat_trial015.png,S47,hat,6,0.089,0.041,0.048,0
S114_age6_Rabbit_trial006.png,S114,rabbit,9,0.089,0.038,0.051,0
S49_age3_Watch_trial015.png,S49,watch,6,0.089,0.027,0.062,0
S104_age6_Chair_trial009.png,S104,chair,9,0.089,0.058,0.031,0
S110_age6_Bird_trial007.png,S110,bird,9,0.089,0.067,0.022,0
S2_age1_Airplane_trial013.png,S2,airplane,4,0.089,0.027,0.062,0
S80_age4_Tree_trial014.png,S80,tree,7,0.089,0.031,0.058,0
S93_age5_Rabbit_trial012.png,S93,rabbit,8,0.089,0.033,0.056,0
S10_age1_Rabbit_trial010.png,S10,rabbit,4,0.089,0.025,0.064,0
S86_age5_Hat_trial006.png,S86,hat,8,0.088,0.032,0.056,0
S117_age6_House_trial014.png,S117,house,9,0.088,0.054,0.035,0
S108_age6_Bird_trial011.png,S108,bird,9,0.088,0.026,0.062,0
S24_age2_Bicycle_trial010.png,S24,bike,5,0.088,0.036,0.052,0
S6_age1_Rabbit_trial008.png,S6,rabbit,4,0.088,0.023,0.065,0
S13_age1_Rabbit_trial007.png,S13,rabbit,4,0.088,0.023,0.065,0
S63_age4_Tree_trial016.png,S63,tree,7,0.088,0.029,0.059,0
S57_age3_Rabbit_trial016.png,S57,rabbit,6,0.088,0.045,0.044,0
S34_age2_Rabbit_trial008.png,S34,rabbit,5,0.087,0.028,0.058,0
S115_age6_Chair_trial013.png,S115,chair,9,0.087,0.035,0.052,0
S98_age5_Tree_trial010.png,S98,tree,8,0.087,0.026,0.061,0
S8_age1_Hat_trial011.png,S8,hat,4,0.087,0.01,0.077,0
S44_age3_Bicycle_trial007.png,S44,bike,6,0.087,0.036,0.05,0
S76_age4_Chair_trial009.png,S76,chair,7,0.086,0.035,0.05,0
S57_age3_Airplane_trial014.png,S57,airplane,6,0.086,0.036,0.05,0
S8_age1_Chair_trial008.png,S8,chair,4,0.086,0.011,0.075,0
S41_age3_House_trial015.png,S41,house,6,0.086,0.054,0.032,0
S86_age5_Rabbit_trial016.png,S86,rabbit,8,0.086,0.036,0.051,0
S17_age1_Airplane_trial005.png,S17,airplane,4,0.086,0.039,0.047,0
S66_age4_House_trial007.png,S66,house,7,0.086,0.056,0.03,0
S103_age6_Cat_trial011.png,S103,cat,9,0.085,0.054,0.031,0
S64_age4_Watch_trial009.png,S64,watch,7,0.085,0.028,0.057,0
S5_age1_Tree_trial008.png,S5,tree,4,0.085,0.01,0.075,0
S52_age3_Chair_trial016.png,S52,chair,6,0.085,0.04,0.045,0
S27_age2_Cat_trial008.png,S27,cat,5,0.085,0.027,0.059,0
S28_age2_Watch_trial014.png,S28,watch,5,0.085,0.025,0.059,0
S103_age6_Bicycle_trial014.png,S103,bike,9,0.085,0.058,0.027,0
S55_age3_Tree_trial009.png,S55,tree,6,0.085,0.026,0.06,0
S18_age1_Rabbit_trial006.png,S18,rabbit,4,0.085,0.019,0.065,0
S6_age1_Watch_trial015.png,S6,watch,4,0.085,0.02,0.066,0
S70_age4_Tree_trial015.png,S70,tree,7,0.085,0.028,0.057,0
S52_age3_Airplane_trial015.png,S52,airplane,6,0.085,0.039,0.046,0
S16_age1_Cup_trial005.png,S16,cup,4,0.085,0.021,0.064,0
S29_age2_Airplane_trial016.png,S29,airplane,5,0.085,0.028,0.057,0
S72_age4_Watch_trial007.png,S72,watch,7,0.085,0.021,0.063,0
S43_age3_Chair_trial011.png,S43,chair,6,0.085,0.037,0.048,0
S44_age3_Hat_trial015.png,S44,hat,6,0.085,0.029,0.056,0
S40_age2_Hat_trial013.png,S40,hat,5,0.084,0.028,0.057,0
S73_age4_Cup_trial015.png,S73,cup,7,0.084,0.044,0.04,0
S12_age1_Airplane_trial008.png,S12,airplane,4,0.084,0.025,0.059,0
S25_age2_Hat_trial011.png,S25,hat,5,0.084,0.034,0.05,0
S93_age5_Bird_trial011.png,S93,bird,8,0.084,0.037,0.047,0
S40_age2_Cup_trial010.png,S40,cup,5,0.084,0.033,0.05,0
S28_age2_Car_trial007.png,S28,car,5,0.084,0.029,0.055,0
S13_age1_Airplane_trial006.png,S13,airplane,4,0.084,0.021,0.064,0
S11_age1_Tree_trial007.png,S11,tree,4,0.083,0.053,0.03,0
S11_age1_Cat_trial008.png,S11,cat,4,0.083,0.057,0.027,0
S14_age1_Bird_trial013.png,S14,bird,4,0.083,0.055,0.028,0
S87_age5_Airplane_trial005.png,S87,airplane,8,0.083,0.045,0.038,0
S103_age6_Chair_trial013.png,S103,chair,9,0.083,0.041,0.041,0
S111_age6_Cat_trial016.png,S111,cat,9,0.083,0.051,0.032,0
S71_age4_House_trial008.png,S71,house,7,0.083,0.044,0.039,0
S41_age3_Hat_trial016.png,S41,hat,6,0.083,0.029,0.055,0
S77_age4_Airplane_trial006.png,S77,airplane,7,0.083,0.023,0.06,0
S62_age4_Tree_trial016.png,S62,tree,7,0.083,0.032,0.05,0
S109_age6_Watch_trial006.png,S109,watch,9,0.082,0.037,0.045,0
S79_age4_Car_trial008.png,S79,car,7,0.082,0.03,0.052,0
S96_age5_Rabbit_trial006.png,S96,rabbit,8,0.082,0.032,0.05,0
S119_age6_Tree_trial014.png,S119,tree,9,0.082,0.045,0.037,0
S62_age4_Hat_trial015.png,S62,hat,7,0.082,0.025,0.057,0
S18_age1_House_trial005.png,S18,house,4,0.082,0.029,0.054,0
S95_age5_Cup_trial013.png,S95,cup,8,0.081,0.047,0.035,0
S52_age3_Hat_trial009.png,S52,hat,6,0.081,0.021,0.06,0
S92_age5_Watch_trial008.png,S92,watch,8,0.081,0.033,0.048,0
S87_age5_Car_trial008.png,S87,car,8,0.081,0.029,0.052,0
S81_age5_Tree_trial009.png,S81,tree,8,0.081,0.036,0.045,0
S60_age3_Cat_trial013.png,S60,cat,6,0.081,0.029,0.053,0
S119_age6_Bird_trial005.png,S119,bird,9,0.081,0.031,0.05,0
S96_age5_Watch_trial016.png,S96,watch,8,0.081,0.035,0.046,0
S103_age6_Tree_trial007.png,S103,tree,9,0.081,0.027,0.054,0
S1_age1_Cat_trial012.png,S1,cat,4,0.081,0.042,0.039,0
S10_age1_Chair_trial016.png,S10,chair,4,0.081,0.025,0.056,0
S25_age2_Bicycle_trial005.png,S25,bike,5,0.08,0.046,0.034,0
S89_age5_Hat_trial005.png,S89,hat,8,0.08,0.029,0.05,0
S82_age5_Bicycle_trial006.png,S82,bike,8,0.08,0.037,0.043,0
S69_age4_Cup_trial007.png,S69,cup,7,0.08,0.042,0.038,0
S119_age6_Hat_trial007.png,S119,hat,9,0.08,0.032,0.048,0
S58_age3_House_trial005.png,S58,house,6,0.08,0.054,0.026,0
S82_age5_House_trial012.png,S82,house,8,0.08,0.045,0.035,0
S93_age5_House_trial010.png,S93,house,8,0.08,0.058,0.022,0
S76_age4_Hat_trial011.png,S76,hat,7,0.08,0.045,0.035,0
S34_age2_Watch_trial009.png,S34,watch,5,0.08,0.036,0.043,0
S73_age4_House_trial013.png,S73,house,7,0.08,0.046,0.034,0
S34_age2_Car_trial015.png,S34,car,5,0.079,0.043,0.036,0
S14_age1_Watch_trial008.png,S14,watch,4,0.079,0.01,0.069,0
S73_age4_Chair_trial010.png,S73,chair,7,0.079,0.042,0.036,0
S118_age6_Bird_trial008.png,S118,bird,9,0.079,0.031,0.048,0
S11_age1_Airplane_trial010.png,S11,airplane,4,0.079,0.041,0.038,0
S106_age6_Bicycle_trial009.png,S106,bike,9,0.079,0.038,0.042,0
S8_age1_Car_trial006.png,S8,car,4,0.079,0.01,0.07,0
S58_age3_Car_trial010.png,S58,car,6,0.078,0.028,0.049,0
S115_age6_Cup_trial007.png,S115,cup,9,0.078,0.045,0.032,0
S59_age3_Tree_trial005.png,S59,tree,6,0.078,0.027,0.052,0
S70_age4_House_trial005.png,S70,house,7,0.078,0.032,0.046,0
S109_age6_Airplane_trial015.png,S109,airplane,9,0.078,0.04,0.038,0
S83_age5_Bicycle_trial008.png,S83,bike,8,0.078,0.033,0.045,0
S94_age5_Bicycle_trial012.png,S94,bike,8,0.078,0.047,0.032,0
S76_age4_Cup_trial010.png,S76,cup,7,0.078,0.042,0.037,0
S25_age2_House_trial014.png,S25,house,5,0.078,0.034,0.044,0
S2_age1_Watch_trial011.png,S2,watch,4,0.077,0.023,0.054,0
S49_age3_Cat_trial010.png,S49,cat,6,0.077,0.024,0.053,0
S117_age6_Chair_trial010.png,S117,chair,9,0.077,0.033,0.044,0
S9_age1_Car_trial010.png,S9,car,4,0.077,0.03,0.047,0
S57_age3_House_trial015.png,S57,house,6,0.077,0.058,0.019,0
S102_age6_Tree_trial014.png,S102,tree,9,0.077,0.042,0.035,0
